Year,Category,Nominee,Additional Info,Won
2014,Best Picture,12 Years a Slave,NONE,Yes
2014,Best Picture,American Hustle,NONE,No
2014,Best Picture,Captain Phillips,NONE,No
2014,Best Picture,Dallas Buyers Club,NONE,No
2014,Best Picture,Gravity,NONE,No
2014,Best Picture,Her,NONE,No
2014,Best Picture,Nebraska,NONE,No
2014,Best Picture,Philomena,NONE,No
2014,Best Picture,The Wolf of Wall Street,NONE,No
2014,Cinematography,Gravity,NONE,Yes
2014,Cinematography,Inside Llewyn Davis,NONE,No
2014,Cinematography,Nebraska,NONE,No
2014,Cinematography,Prisoners,NONE,No
2014,Cinematography,The Grandmaster,NONE,No
2014,Costume Design,12 Years a Slave,NONE,No
2014,Costume Design,American Hustle,NONE,No
2014,Costume Design,The Grandmaster,NONE,No
2014,Costume Design,The Great Gatsby,NONE,Yes
2014,Costume Design,The Invisible Woman,NONE,No
2014,Director,12 Years a Slave,NONE,No
2014,Director,American Hustle,NONE,No
2014,Director,Gravity,NONE,Yes
2014,Director,Nebraska,NONE,No
2014,Director,The Wolf of Wall Street,NONE,No
2014,Documentary,20 Feet From Stardom,NONE,Yes
2014,Documentary,Cutie and the Boxer,NONE,No
2014,Documentary,Dirty Wars,NONE,No
2014,Documentary,The Act of Killing,NONE,No
2014,Documentary,The Square,NONE,No
2014,Film Editing,12 Years a Slave,NONE,No
2014,Film Editing,American Hustle,NONE,No
2014,Film Editing,Captain Phillips,NONE,No
2014,Film Editing,Dallas Buyers Club,NONE,No
2014,Film Editing,Gravity,NONE,Yes
2014,Foreign Language Film,Omar,NONE,No
2014,Foreign Language Film,The Broken Circle Breakdown,NONE,No
2014,Foreign Language Film,The Great Beauty,NONE,Yes
2014,Foreign Language Film,The Hunt,NONE,No
2014,Foreign Language Film,The Missing Picture,NONE,No
2014,Production Design,12 Years a Slave,NONE,No
2014,Production Design,American Hustle,NONE,No
2014,Production Design,Gravity,NONE,No
2014,Production Design,Her,NONE,No
2014,Production Design,The Great Gatsby,NONE,Yes
2014,Score,Gravity,NONE,Yes
2014,Score,Her,NONE,No
2014,Score,Philomena,NONE,No
2014,Score,Saving Mr Banks,NONE,No
2014,Score,The Book Thief,NONE,No
2014,Screenplay - Adapted,12 Years a Slave,NONE,Yes
2014,Screenplay - Adapted,Before Midnight,NONE,No
2014,Screenplay - Adapted,Captain Phillips,NONE,No
2014,Screenplay - Adapted,Philomena,NONE,No
2014,Screenplay - Adapted,The Wolf of Wall Street,NONE,No
2014,Screenplay - Original,American Hustle,NONE,No
2014,Screenplay - Original,Blue Jasmine,NONE,No
2014,Screenplay - Original,Dallas Buyers Club,NONE,No
2014,Screenplay - Original,Her,NONE,Yes
2014,Screenplay - Original,Nebraska,NONE,No
2014,Song,Alone Yet Not Alone,Alone Yet Not Alone,No
2014,Song,Happy,Despicable Me 2,No
2014,Song,Let It Go,Frozen,Yes
2014,Song,Ordinary Love,Mandela Long Walk to Freedom,No
2014,Song,The Moon Song,Her,No
2014,Visual Effects,Gravity,NONE,Yes
2014,Visual Effects,Iron Man 3,NONE,No
2014,Visual Effects,Star Trek Into Darkness,NONE,No
2014,Visual Effects,The Hobbit The Desolation of Smaug,NONE,No
2014,Visual Effects,The Lone Ranger,NONE,No
2014,Z Filler Data,Z Filler Data,NONE,No
2015,AA Filler Data,AA Filler Data,NONE,No
2015,Actor - Leading Role,Benedict Cumberbatch,The Imitation Game,No
2015,Actor - Leading Role,Bradley Cooper,American Sniper,No
2015,Actor - Leading Role,Eddie Redmayne,The Theory of Everything,Yes
2015,Actor - Leading Role,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),No
2015,Actor - Leading Role,Steve Carell,Foxcatcher,No
2015,Actor - Supporting Role,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance),No
2015,Actor - Supporting Role,Ethan Hawke,Boyhood,No
2015,Actor - Supporting Role,J K Simmons,Whiplash,Yes
2015,Actor - Supporting Role,Mark Ruffalo,Foxcatcher,No
2015,Actor - Supporting Role,Robert Duvall,The Judge,No
2015,Actress - Leading Role,Felicity Jones,The Theory of Everything,No
2015,Actress - Leading Role,Julianne Moore,Still Alice,Yes
2015,Actress - Leading Role,Marion Cotillard,Two Days One Night,No
2015,Actress - Leading Role,Reese Witherspoon,Wild,No
2015,Actress - Leading Role,Rosamund Pike,Gone Girl,No
2015,Actress - Supporting Role,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance),No
2015,Actress - Supporting Role,Keira Knightley,The Imitation Game,No
2015,Actress - Supporting Role,Laura Dern,Wild,No
2015,Actress - Supporting Role,Meryl Streep,Into the Woods,No
2015,Actress - Supporting Role,Patricia Arquette,Boyhood,Yes
2015,Animated Feature,Big Hero 6,NONE,Yes
2015,Animated Feature,How to Train Your Dragon 2,NONE,No
2015,Animated Feature,Song of the Sea,NONE,No
2015,Animated Feature,The Boxtrolls,NONE,No
2015,Animated Feature,The Tale of the Princess Kaguya,NONE,No
2015,Best Picture,American Sniper,NONE,No
2015,Best Picture,Birdman or (The Unexpected Virtue of Ignorance),NONE,Yes
2015,Best Picture,Boyhood,NONE,No
2015,Best Picture,Selma,NONE,No
2015,Best Picture,The Grand Budapest Hotel,NONE,No
2015,Best Picture,The Imitation Game,NONE,No
2015,Best Picture,The Theory of Everything,NONE,No
2015,Best Picture,Whiplash,NONE,No
2015,Cinematography,Birdman or (The Unexpected Virtue of Ignorance),NONE,Yes
2015,Cinematography,Ida,NONE,No
2015,Cinematography,Mr Turner,NONE,No
2015,Cinematography,The Grand Budapest Hotel,NONE,No
2015,Cinematography,Unbroken,NONE,No
2015,Costume Design,Inherent Vice,NONE,No
2015,Costume Design,Into the Woods,NONE,No
2015,Costume Design,Maleficent,NONE,No
2015,Costume Design,Mr Turner,NONE,No
2015,Costume Design,The Grand Budapest Hotel,NONE,Yes
2015,Director,Birdman or (The Unexpected Virtue of Ignorance),NONE,Yes
2015,Director,Boyhood,NONE,No
2015,Director,Foxcatcher,NONE,No
2015,Director,The Grand Budapest Hotel,NONE,No
2015,Director,The Imitation Game,NONE,No
2015,Documentary,CitizenFour,NONE,Yes
2015,Documentary,Finding Vivian Maier,NONE,No
2015,Documentary,Last Days in Vietnam,NONE,No
2015,Documentary,The Salt of the Earth,NONE,No
2015,Documentary,Virunga,NONE,No
2015,Film Editing,American Sniper,NONE,No
2015,Film Editing,Boyhood,NONE,No
2015,Film Editing,The Grand Budapest Hotel,NONE,No
2015,Film Editing,The Imitation Game,NONE,No
2015,Film Editing,Whiplash,NONE,Yes
2015,Foreign Language Film,Ida,NONE,Yes
2015,Foreign Language Film,Leviathan,NONE,No
2015,Foreign Language Film,Tangerines,NONE,No
2015,Foreign Language Film,Timbuktu,NONE,No
2015,Foreign Language Film,Wild Tales,NONE,No
2015,Production Design,Interstellar,NONE,No
2015,Production Design,Into the Woods,NONE,No
2015,Production Design,Mr Turner,NONE,No
2015,Production Design,The Grand Budapest Hotel,NONE,Yes
2015,Production Design,The Imitation Game,NONE,No
2015,Score,Interstellar,NONE,No
2015,Score,Mr Turner,NONE,No
2015,Score,The Grand Budapest Hotel,NONE,Yes
2015,Score,The Imitation Game,NONE,No
2015,Score,The Theory of Everything,NONE,No
2015,Screenplay - Adapted,American Sniper,NONE,No
2015,Screenplay - Adapted,Inherent Vice,NONE,No
2015,Screenplay - Adapted,The Imitation Game,NONE,Yes
2015,Screenplay - Adapted,The Theory of Everything,NONE,No
2015,Screenplay - Adapted,Whiplash,NONE,No
2015,Screenplay - Original,Birdman or (The Unexpected Virtue of Ignorance),NONE,Yes
2015,Screenplay - Original,Boyhood,NONE,No
2015,Screenplay - Original,Foxcatcher,NONE,No
2015,Screenplay - Original,Nightcrawler,NONE,No
2015,Screenplay - Original,The Grand Budapest Hotel,NONE,No
2015,Song,Everything Is Awesome,The Lego Movie,No
2015,Song,Glory,Selma,Yes
2015,Song,Grateful,Beyond the Lights,No
2015,Song,I'm Not Gonna Miss You,Glen Campbell I'll Be Me,No
2015,Song,Lost Stars,Begin Again,No
2015,Visual Effects,Captain America The Winter Soldier,NONE,No
2015,Visual Effects,Dawn of the Planet of the Apes,NONE,No
2015,Visual Effects,Guardians of the Galaxy,NONE,No
2015,Visual Effects,Interstellar,NONE,Yes
2015,Visual Effects,X Men Days of Future Past,NONE,No
2015,Z Filler Data,Z Filler Data,NONE,No
2016,AA Filler Data,AA Filler Data,NONE,No
2016,Actor - Leading Role,Bryan Cranston,Trumbo,No
2016,Actor - Leading Role,Eddie Redmayne,The Danish Girl,No
2016,Actor - Leading Role,Leonardo DiCaprio,The Revenant,Yes
2016,Actor - Leading Role,Matt Damon,The Martian,No
2016,Actor - Leading Role,Michael Fassbender,Steve Jobs,No
2016,Actor - Supporting Role,Christian Bale,The Big Short,No
2016,Actor - Supporting Role,Mark Ruffalo,Spotlight,No
2016,Actor - Supporting Role,Mark Rylance,Bridge of Spies,Yes
2016,Actor - Supporting Role,Sylvester Stallone,Creed,No
2016,Actor - Supporting Role,Tom Hardy,The Revenant,No
2016,Actress - Leading Role,Brie Larson,Room,Yes
2016,Actress - Leading Role,Cate Blanchett,Carol,No
2016,Actress - Leading Role,Charlotte Rampling,45 Years,No
2016,Actress - Leading Role,Jennifer Lawrence,Joy,No
2016,Actress - Leading Role,Saoirse Ronan,Brooklyn,No
2016,Actress - Supporting Role,Alicia Vikander,The Danish Girl,Yes
2016,Actress - Supporting Role,Jennifer Jason Leigh,The Hateful Eight,No
2016,Actress - Supporting Role,Kate Winslet,Steve Jobs,No
2016,Actress - Supporting Role,Rachel McAdams,Spotlight,No
2016,Actress - Supporting Role,Rooney Mara,Carol,No
2016,Animated Feature,Anomalisa,NONE,No
2016,Animated Feature,Inside Out,NONE,Yes
2016,Animated Feature,Moana,NONE,No
2016,Animated Feature,Shaun the Sheep Movie,NONE,No
2016,Animated Feature,When Marnie Was There,NONE,No
2016,Best Picture,Bridge of Spies,NONE,No
2016,Best Picture,Brooklyn,NONE,No
2016,Best Picture,Mad Max: Fury Road,NONE,No
2016,Best Picture,Room,NONE,No
2016,Best Picture,Spotlight,NONE,Yes
2016,Best Picture,The Big Short,NONE,No
2016,Best Picture,The Martian,NONE,No
2016,Best Picture,The Revenant,NONE,No
2016,Cinematography,Carol,NONE,No
2016,Cinematography,Mad Max: Fury Road,NONE,No
2016,Cinematography,Sicario,NONE,No
2016,Cinematography,The Hateful Eight,NONE,No
2016,Cinematography,The Revenant,NONE,Yes
2016,Costume Design,Carol,NONE,No
2016,Costume Design,Cinderella,NONE,No
2016,Costume Design,Mad Max: Fury Road,NONE,Yes
2016,Costume Design,The Danish Girl,NONE,No
2016,Costume Design,The Revenant,NONE,No
2016,Director,Max Max Fury Road,NONE,No
2016,Director,Room,NONE,No
2016,Director,Spotlight,NONE,No
2016,Director,The Big Short,NONE,No
2016,Director,The Revenant,NONE,Yes
2016,Documentary,Amy,NONE,Yes
2016,Documentary,Cartel Land,NONE,No
2016,Documentary,The Look of Silence,NONE,No
2016,Documentary,What Happened Miss Simone?,NONE,No
2016,Documentary,Winter on Fire Ukraine's Fight for Freedom,NONE,No
2016,Film Editing,Mad Max: Fury Road,NONE,Yes
2016,Film Editing,Spotlight,NONE,No
2016,Film Editing,Star Wars The Force Awakens,NONE,No
2016,Film Editing,The Big Short,NONE,No
2016,Film Editing,The Revenant,NONE,No
2016,Foreign Language Film,A War,NONE,No
2016,Foreign Language Film,Embrace of the Serpent,NONE,No
2016,Foreign Language Film,Mustang,NONE,No
2016,Foreign Language Film,Son of Saul,NONE,Yes
2016,Foreign Language Film,Theeb,NONE,No
2016,Production Design,Bridge of Spies,NONE,No
2016,Production Design,Mad Max: Fury Road,NONE,Yes
2016,Production Design,The Danish Girl,NONE,No
2016,Production Design,The Martian,NONE,No
2016,Production Design,The Revenant,NONE,No
2016,Score,Bridge of Spies,NONE,No
2016,Score,Carol,NONE,No
2016,Score,Sicario,NONE,No
2016,Score,Star Wars The Force Awakens,NONE,No
2016,Score,The Hateful Eight,NONE,Yes
2016,Screenplay - Adapted,Brooklyn,NONE,No
2016,Screenplay - Adapted,Carol,NONE,No
2016,Screenplay - Adapted,Room,NONE,No
2016,Screenplay - Adapted,The Big Short,NONE,Yes
2016,Screenplay - Adapted,The Martian,NONE,No
2016,Screenplay - Original,Bridge of Spies,NONE,No
2016,Screenplay - Original,Ex Machina,NONE,No
2016,Screenplay - Original,Inside Out,NONE,No
2016,Screenplay - Original,Spotlight,NONE,Yes
2016,Screenplay - Original,Straight Outta Compton,NONE,No
2016,Song,Earned It,Fifty Shades of Grey,No
2016,Song,Manta Ray,Racing Extinction,No
2016,Song,Simple Song #3,Youth,No
2016,Song,Till it Happens to You,The Hunting Ground,No
2016,Song,Writing's On the Wall,Spectre,Yes
2016,Visual Effects,Ex Machina,NONE,Yes
2016,Visual Effects,Mad Max: Fury Road,NONE,No
2016,Visual Effects,Star Wars The Force Awakens,NONE,No
2016,Visual Effects,The Martian,NONE,No
2016,Visual Effects,The Revenant,NONE,No
2016,Z Filler Data,Z Filler Data,NONE,No
2017,AA Filler Data,AA Filler Data,AA Filler Data,No
2017,Actor - Leading Role,Andrew Garfield,Hacksaw Ridge,No
2017,Actor - Leading Role,Casey Affleck,Manchester by the Sea,Yes
2017,Actor - Leading Role,Denzel Washington,Fences,No
2017,Actor - Leading Role,Ryan Gosling,La La Land,No
2017,Actor - Leading Role,Viggo Mortensen,Captain Fantastc,No
2017,Actor - Supporting Role,Dev Patel,Lion,No
2017,Actor - Supporting Role,Jeff Bridges,Hell or High Water,No
2017,Actor - Supporting Role,Lucas Hedges,Manchester by the Sea,No
2017,Actor - Supporting Role,Mahershala Ali,Moonlight,Yes
2017,Actor - Supporting Role,Michael Shannon,Nocturnal Animals,No
2017,Actress - Leading Role,Emma Stone,La La Land,Yes
2017,Actress - Leading Role,Isabelle Huppert,Elle,No
2017,Actress - Leading Role,Meryl Streep,Florence Foster Jenkins,No
2017,Actress - Leading Role,Natalie Portman,Jackie,No
2017,Actress - Leading Role,Ruth Negga,Lovving,No
2017,Actress - Supporting Role,Michelle Williams,Manchester by the Sea,No
2017,Actress - Supporting Role,Naomie Harris,Moonlight,No
2017,Actress - Supporting Role,Nicole Kidman,Lion,No
2017,Actress - Supporting Role,Octavia Spencer,Hidden Figures,No
2017,Actress - Supporting Role,Viola Davis,Fences,Yes
2017,Animated Feature,Kubo and the Two Strings,NONE,No
2017,Animated Feature,Moana,NONE,No
2017,Animated Feature,My Life as a Zucchini,NONE,No
2017,Animated Feature,The Red Turtle,NONE,No
2017,Animated Feature,Zootopia,NONE,Yes
2017,Best Picture,Arrival,NONE,No
2017,Best Picture,Fences,NONE,No
2017,Best Picture,Hacksaw Ridge,NONE,No
2017,Best Picture,Hell or High Water,NONE,No
2017,Best Picture,Hidden Figures,NONE,No
2017,Best Picture,La La Land,NONE,No
2017,Best Picture,Lion,NONE,No
2017,Best Picture,Manchester by the Sea,NONE,No
2017,Best Picture,Moonlight,NONE,Yes
2017,Cinematography,Arrival,NONE,No
2017,Cinematography,La La Land,NONE,Yes
2017,Cinematography,Lion,NONE,No
2017,Cinematography,Moonlight,NONE,No
2017,Cinematography,Silence,NONE,No
2017,Costume Design,Allied,NONE,No
2017,Costume Design,Fantastic Beasts and Where to Find Them,NONE,Yes
2017,Costume Design,Florence Foster Jenkins,NONE,No
2017,Costume Design,Jackie,NONE,No
2017,Costume Design,La La Land,NONE,No
2017,Director,Arrival,NONE,No
2017,Director,Hacksaw Ridge,NONE,No
2017,Director,La La Land,NONE,Yes
2017,Director,Manchester by the Sea,NONE,No
2017,Director,Moonlight,NONE,No
2017,Documentary,13th,NONE,No
2017,Documentary,Fire at Sea,NONE,No
2017,Documentary,I Am Not Your Negro,NONE,No
2017,Documentary,Life Animated,NONE,No
2017,Documentary,OJ Made in America,NONE,Yes
2017,Film Editing,Arrival,NONE,No
2017,Film Editing,Hacksaw Ridge,NONE,Yes
2017,Film Editing,Hell or High Water,NONE,No
2017,Film Editing,La La Land,NONE,No
2017,Film Editing,Moonlight,NONE,No
2017,Foreign Language Film,A Man Called Ove,NONE,No
2017,Foreign Language Film,Land of Mine,NONE,No
2017,Foreign Language Film,Tanna,NONE,No
2017,Foreign Language Film,The Salesman,NONE,Yes
2017,Foreign Language Film,Toni Erdmann,NONE,No
2017,Production Design,Fantastic Beasts and Where to Find Them,NONE,No
2017,Production Design,Hail Caesar,NONE,No
2017,Production Design,La La Land,NONE,Yes
2017,Production Design,Passengers,NONE,No
2017,Score,Jackie,NONE,No
2017,Score,La La Land,NONE,Yes
2017,Score,Lion,NONE,No
2017,Score,Moonlight,NONE,No
2017,Score,Passengers,NONE,No
2017,Screenplay - Adapted,Arrival,NONE,No
2017,Screenplay - Adapted,Fences,NONE,No
2017,Screenplay - Adapted,Hidden Figures,NONE,No
2017,Screenplay - Adapted,Lion,NONE,No
2017,Screenplay - Adapted,Moonlight,NONE,Yes
2017,Screenplay - Original,20th Century Women,NONE,No
2017,Screenplay - Original,Hell or High Water,NONE,No
2017,Screenplay - Original,La La Land,NONE,No
2017,Screenplay - Original,Manchester by the Sea,NONE,Yes
2017,Screenplay - Original,The Lobster,NONE,No
2017,Song,Audition,La La Land,No
2017,Song,Can't Stop the Feeling,Trolls,No
2017,Song,City of Stars,La La Land,Yes
2017,Song,How Far I'll Go,Moana,No
2017,Song,The Empty Chair,Jim the James Foley Story,No
2017,Visual Effects,Deepwater Horizon,NONE,No
2017,Visual Effects,Doctor Strange,NONE,No
2017,Visual Effects,Kubo and the Two Strings,NONE,No
2017,Visual Effects,Rogue One A Star Wars Story,NONE,No
2017,Visual Effects,The Jungle Book,NONE,Yes
2017,Z Filler Data,Z Filler Data,NONE,No
2018,AA Filler Data,AA Filler Data,AA Filler Data,No
2018,Actor - Leading Role,Daniel Day Lewis,Phantom Thread,No
2018,Actor - Leading Role,Daniel Kaluuya,Get Out,No
2018,Actor - Leading Role,Denzel Washington,Roman J Israel Esq,No
2018,Actor - Leading Role,Gary Oldman,Darkest Hour,Yes
2018,Actor - Leading Role,Timothee Chalamet,Call Me By Your Name,No
2018,Actor - Supporting Role,Christopher Plummer,All the Money in the World,No
2018,Actor - Supporting Role,Richard Jenkins,The Shape of Water,No
2018,Actor - Supporting Role,Sam Rockwell,Three Billboards Outside Ebbing Missouri,Yes
2018,Actor - Supporting Role,Willem Dafoe,The Florida Project,No
2018,Actor - Supporting Role,Woody Harrelson,Three Billboards Outside Ebbing Missouri,No
2018,Actress - Leading Role,Frances McDormand,Three Billboards Outside Ebbing Missouri,Yes
2018,Actress - Leading Role,Margot Robbie,I Tonya,No
2018,Actress - Leading Role,Meryl Streep,The Post,No
2018,Actress - Leading Role,Sally Hawkins,The Shape of Water,No
2018,Actress - Leading Role,Saoirse Ronan,Lady Bird,No
2018,Actress - Supporting Role,Allison Janney,I Tonya,Yes
2018,Actress - Supporting Role,Laurie Metcalf,Lady Bird,No
2018,Actress - Supporting Role,Leslie Manville,Phantom Thread,No
2018,Actress - Supporting Role,Mary J Blige,Mudbound,No
2018,Actress - Supporting Role,Octavia Spencer,The Shape of Water,No
2018,Animated Feature,Coco,NONE,Yes
2018,Animated Feature,Ferdinand,NONE,No
2018,Animated Feature,Loving Vincent,NONE,No
2018,Animated Feature,The Boss Baby,NONE,No
2018,Animated Feature,The Breadwinner,NONE,No
2018,Best Picture,Call Me By Your Name,NONE,No
2018,Best Picture,Darkest Hour,NONE,No
2018,Best Picture,Dunkirk,NONE,No
2018,Best Picture,Get Out,NONE,No
2018,Best Picture,Lady Bird,NONE,No
2018,Best Picture,Phantom Thread,NONE,No
2018,Best Picture,The Post,NONE,No
2018,Best Picture,The Shape of Water,NONE,Yes
2018,Best Picture,Three Billboards Outside Ebbing Missouri,NONE,No
2018,Cinematography,Blade Runner 2049,NONE,Yes
2018,Cinematography,Darkest Hour,NONE,No
2018,Cinematography,Dunkirk,NONE,No
2018,Cinematography,Mudbound,NONE,No
2018,Cinematography,The Shape of Water,NONE,No
2018,Costume Design,Beauty and the Beast,NONE,No
2018,Costume Design,Darkest Hour,NONE,No
2018,Costume Design,Phantom Thread,NONE,Yes
2018,Costume Design,The Shape of Water,NONE,No
2018,Costume Design,Victoria and Abdul,NONE,No
2018,Director,Dunkirk,NONE,No
2018,Director,Get Out,NONE,No
2018,Director,Lady Bird,NONE,No
2018,Director,Phantom Thread,NONE,No
2018,Director,The Shape of Water,NONE,Yes
2018,Documentary,Abacus Small Enough to Jail,NONE,No
2018,Documentary,Faces Places,NONE,No
2018,Documentary,Icarus,NONE,Yes
2018,Documentary,Last Men in Aleppo,NONE,No
2018,Documentary,Strong Island,NONE,No
2018,Film Editing,Baby Driver,NONE,No
2018,Film Editing,Dunkirk,NONE,Yes
2018,Film Editing,I Tonya,NONE,No
2018,Film Editing,The Shape of Water,NONE,No
2018,Film Editing,Three Billboards Outside Ebbing Missouri,NONE,No
2018,Foreign Language Film,A Fantastic Woman,NONE,Yes
2018,Foreign Language Film,Loveless,NONE,No
2018,Foreign Language Film,On Body and Soul,NONE,No
2018,Foreign Language Film,The Insult,NONE,No
2018,Foreign Language Film,The Square,NONE,No
2018,Production Design,Beauty and the Beast,NONE,No
2018,Production Design,Blade Runner 2049,NONE,No
2018,Production Design,Darkest Hour,NONE,No
2018,Production Design,Dunkirk,NONE,No
2018,Production Design,The Shape of Water,NONE,Yes
2018,Score,Dunkirk,NONE,No
2018,Score,Phantom Thread,NONE,No
2018,Score,Star Wars The Last Jedi,NONE,No
2018,Score,The Shape of Water,NONE,Yes
2018,Score,Three Billboards Outside Ebbing Missouri,NONE,No
2018,Screenplay - Adapted,Call Me By Your Name,NONE,Yes
2018,Screenplay - Adapted,Logan,NONE,No
2018,Screenplay - Adapted,Molly's Game,NONE,No
2018,Screenplay - Adapted,Mudbound,NONE,No
2018,Screenplay - Adapted,The Disaster Artist,NONE,No
2018,Screenplay - Original,Get Out,NONE,Yes
2018,Screenplay - Original,Lady Bird,NONE,No
2018,Screenplay - Original,The Big Sick,NONE,No
2018,Screenplay - Original,The Shape of Water,NONE,No
2018,Screenplay - Original,Three Billboards Outside Ebbing Missouri,NONE,No
2018,Song,Mighty River,Mudbound,No
2018,Song,Mystery of Love,Call Me By Your Name,No
2018,Song,Remember Me,Coco,Yes
2018,Song,Stand Up for Something,Marshall,No
2018,Song,This Is Me,The Greatest Showman,No
2018,Visual Effects,Blade Runner 2049,NONE,Yes
2018,Visual Effects,Guardians of the Galaxy Vol 2,NONE,No
2018,Visual Effects,Kong Skull Island,NONE,No
2018,Visual Effects,Star Wars The Last Jedi,NONE,No
2018,Visual Effects,War for the Planet of the Apes,NONE,No
2018,Z Filler Data,Z Filler Data,NONE,No
2019,AA Filler Data,AA Filler Data,AA Filler Data,No
2019,Actor - Leading Role,Christian Bale,Vice,No
2019,Actor - Leading Role,Bradley Cooper,A Star is Born,No
2019,Actor - Leading Role,Willem Dafoe,At Eternity's Gate,No
2019,Actor - Leading Role,Rami Malek,Bohemian Rhapsody,No
2019,Actor - Leading Role,Viggo Mortensen,Green Book,No
2019,Actor - Supporting Role,Mahershala Ali,Green Book,No
2019,Actor - Supporting Role,Adam Driver,BlacKkKlansman,No
2019,Actor - Supporting Role,Sam Elliott,A Star is Born,No
2019,Actor - Supporting Role,Richard E Grant,Can You Ever Forgive Me,No
2019,Actor - Supporting Role,Sam Rockwell,Vice,No
2019,Actress - Leading Role,Yalitza Aparicio,Roma,No
2019,Actress - Leading Role,Glenn Close,The Wife,No
2019,Actress - Leading Role,Olivia Colman,The Favourite,No
2019,Actress - Leading Role,Lady Gaga,A Star is Born,No
2019,Actress - Leading Role,Melissa McCarthy,Can You Ever Forgive Me,No
2019,Actress - Supporting Role,Amy Adams,Vice,No
2019,Actress - Supporting Role,Marina De Tavira,Roma,No
2019,Actress - Supporting Role,Regina King,If Beale Street Could Talk,No
2019,Actress - Supporting Role,Emma Stone,The Favourite,No
2019,Actress - Supporting Role,Rachel Weisz,The Favourite,No
2019,Animated Feature,Incredibles 2,NONE,No
2019,Animated Feature,Isle of Dogs,NONE,No
2019,Animated Feature,Mirai,NONE,No
2019,Animated Feature,Ralph Breaks the Internet,NONE,No
2019,Animated Feature,Spider-Man Into the Spider-Verse,NONE,No
2019,Best Picture,Black Panther,NONE,No
2019,Best Picture,BlacKkKlansman,NONE,No
2019,Best Picture,Bohemian Rhapsody,NONE,No
2019,Best Picture,The Favourite,NONE,No
2019,Best Picture,Green Book,NONE,No
2019,Best Picture,Roma,NONE,No
2019,Best Picture,A Star is Born,NONE,No
2019,Best Picture,Vice,NONE,No
2019,Cinematography,Cold War,NONE,No
2019,Cinematography,The Favourite,NONE,No
2019,Cinematography,Never Look Away,NONE,No
2019,Cinematography,Roma,NONE,No
2019,Cinematography,A Star is Born,NONE,No
2019,Costume Design,The Ballad of Buster Scruggs,NONE,No
2019,Costume Design,Black Panther,NONE,No
2019,Costume Design,The Favourite,NONE,No
2019,Costume Design,Mary Poppins Returns,NONE,No
2019,Costume Design,Mary Queen of Scots,NONE,No
2019,Director,BlacKkKlansman,NONE,No
2019,Director,Cold War,NONE,No
2019,Director,The Favourite,NONE,No
2019,Director,Roma,NONE,No
2019,Director,Vice,NONE,No
2019,Documentary,Free Solo,NONE,No
2019,Documentary,Hale County This Morning This Evening,NONE,No
2019,Documentary,Minding the Gap,NONE,No
2019,Documentary,Of Fathers and Sons,NONE,No
2019,Documentary,RBG,NONE,No
2019,Film Editing,BlacKkKlansman,NONE,No
2019,Film Editing,Bohemian Rhapsody,NONE,No
2019,Film Editing,The Favourite,NONE,No
2019,Film Editing,Green Book,NONE,No
2019,Film Editing,Vice,NONE,No
2019,Foreign Language Film,Capernaum,NONE,No
2019,Foreign Language Film,Cold War,NONE,No
2019,Foreign Language Film,Never Look Away,NONE,No
2019,Foreign Language Film,Roma,NONE,No
2019,Foreign Language Film,Shoplifters,NONE,No
2019,Production Design,Black Panther,NONE,No
2019,Production Design,The Favourite,NONE,No
2019,Production Design,First Man,NONE,No
2019,Production Design,Mary Poppins Returns,NONE,No
2019,Production Design,Roma,NONE,No
2019,Score,Black Panther,NONE,No
2019,Score,BlacKkKlansman,NONE,No
2019,Score,If Beale Street Could Talk,NONE,No
2019,Score,Isle of Dogs,NONE,No
2019,Score,Mary Poppins Returns,NONE,No
2019,Screenplay - Adapted,The Ballad of Buster Scruggs,NONE,No
2019,Screenplay - Adapted,BlacKkKlansman,NONE,No
2019,Screenplay - Adapted,Can You Ever Forgive Me,NONE,No
2019,Screenplay - Adapted,If Beale Street Could Talk,NONE,No
2019,Screenplay - Adapted,A Star is Born,NONE,No
2019,Screenplay - Original,The Favourite,NONE,No
2019,Screenplay - Original,First Reformed,NONE,No
2019,Screenplay - Original,Green Book,NONE,No
2019,Screenplay - Original,Roma,NONE,No
2019,Screenplay - Original,Vice,NONE,No
2019,Song,All the Stars,Black Panther,No
2019,Song,I'll Fight,RBG,No
2019,Song,The Place Where Lost Things Go To,Mary Poppins Returns,No
2019,Song,Shallow,A Star is Born,No
2019,Song,When a Cowboy Trades His Spurs For Wings,The Ballad of Buster Scruggs,No
2019,Visual Effects,Avengers Infinity War,NONE,No
2019,Visual Effects,Christopher Robin,NONE,No
2019,Visual Effects,First Man,NONE,No
2019,Visual Effects,Ready Player One,NONE,No
2019,Visual Effects,Solo A Star Wars Story,NONE,No
2019,Z Filler Data,Z Filler Data,NONE,No
2020,AA Filler Data,AA Filler Data,AA Filler Data,No
