Year,Award,Name,Issuer
2013,Score,Beasts of the Southern Wild,LA Film Critics
2013,Score,Cloud Atlas,Houston Critics
2013,Score,Life of Pi,Golden Globes
2013,Score,Life of Pi,Las Vegas Critics
2013,Score,Lincoln,Critics Choice
2013,Score,Moonrise Kingdom,Boston Film Critics
2013,Score,The Master,DC Film Critics
2013,Screenplay - Adapted,Argo,LA Film Critics
2013,Screenplay - Adapted,Argo,Writers Guild
2013,Screenplay - Adapted,Lincoln,Boston Film Critics
2013,Screenplay - Adapted,Lincoln,Critics Choice
2013,Screenplay - Adapted,Lincoln,Houston Critics
2013,Screenplay - Adapted,Lincoln,New York Film Critics
2013,Screenplay - Adapted,Lincoln,San Francisco Critics
2013,Screenplay - Adapted,Silver Linings Playbook,DC Film Critics
2013,Screenplay - Original,Django Unchained,Critics Choice
2013,Screenplay - Original,Django Unchained,Golden Globes
2013,Screenplay - Original,Looper,DC Film Critics
2013,Screenplay - Original,Looper,Las Vegas Critics
2013,Screenplay - Original,Zero Dark Thirty,San Francisco Critics
2013,Screenplay - Original,Zero Dark Thirty,Writers Guild
2013,Song,Skyfall,Critics Choice
2013,Song,Skyfall,Golden Globes
2013,Song,Skyfall,Houston Critics
2013,Song,Skyfall,Las Vegas Critics
2013,Visual Effects,Life of Pi,Las Vegas Critics
2013,Visual Effects,Life of Pi,Visual Effects Society
2013,Z Filler Data,Z Filler Data,Z Filler Data
2014,AA Filler Data,AA Filler Data,AA Filler Data
2014,Actor - Leading Role,Bruce Dern,LA Film Critics
2014,Actor - Leading Role,Chiwetel Ejiofor,Boston Film Critics
2014,Actor - Leading Role,Chiwetel Ejiofor,DC Film Critics
2014,Actor - Leading Role,Chiwetel Ejiofor,Houston Critics
2014,Actor - Leading Role,Chiwetel Ejiofor,San Francisco Critics
2014,Actor - Leading Role,Leonardo DiCaprio,Golden Globes-Musical or Comedy
2014,Actor - Leading Role,Matthew McConaughey,Critics Choice
2014,Actor - Leading Role,Matthew McConaughey,Golden Globes-Drama
2014,Actor - Leading Role,Matthew McConaughey,Las Vegas Critics
2014,Actor - Leading Role,Matthew McConaughey,Screen Actors Guild
2014,Actor - Leading Role,Robert Redford,New York Film Critics
2014,Actor - Supporting Role,James Franco,LA Film Critics
2014,Actor - Supporting Role,James Franco,San Francisco Critics
2014,Actor - Supporting Role,James Gandolfini,Boston Film Critics
2014,Actor - Supporting Role,Jared Leto,Critics Choice
2014,Actor - Supporting Role,Jared Leto,DC Film Critics
2014,Actor - Supporting Role,Jared Leto,Golden Globes
2014,Actor - Supporting Role,Jared Leto,Houston Critics
2014,Actor - Supporting Role,Jared Leto,LA Film Critics
2014,Actor - Supporting Role,Jared Leto,Las Vegas Critics
2014,Actor - Supporting Role,Jared Leto,New York Film Critics
2014,Actor - Supporting Role,Jared Leto,Screen Actors Guild
2014,Actress - Leading Role,Amy Adams,Golden Globes-Musical or Comedy
2014,Actress - Leading Role,Cate Blanchett,Boston Film Critics
2014,Actress - Leading Role,Cate Blanchett,Critics Choice
2014,Actress - Leading Role,Cate Blanchett,DC Film Critics
2014,Actress - Leading Role,Cate Blanchett,Golden Globes-Drama
2014,Actress - Leading Role,Cate Blanchett,LA Film Critics
2014,Actress - Leading Role,Cate Blanchett,New York Film Critics
2014,Actress - Leading Role,Cate Blanchett,San Francisco Critics
2014,Actress - Leading Role,Cate Blanchett,Screen Actors Guild
2014,Actress - Leading Role,Emma Thompson,Las Vegas Critics
2014,Actress - Leading Role,Sandra Bullock,Houston Critics
2014,Actress - Supporting Role,Jennifer Lawrence,New York Film Critics
2014,Actress - Supporting Role,Jennifer Lawrence,San Francisco Critics
2014,Actress - Supporting Role,June Squibb,Boston Film Critics
2014,Actress - Supporting Role,Lupita Nyong'o,Critics Choice
2014,Actress - Supporting Role,Lupita Nyong'o,DC Film Critics
2014,Actress - Supporting Role,Lupita Nyong'o,Golden Globes
2014,Actress - Supporting Role,Lupita Nyong'o,Houston Critics
2014,Actress - Supporting Role,Lupita Nyong'o,LA Film Critics
2014,Actress - Supporting Role,Lupita Nyong'o,Las Vegas Critics
2014,Actress - Supporting Role,Lupita Nyong'o,Screen Actors Guild
2014,Animated Feature,Ernest Celestine,LA Film Critics
2014,Animated Feature,Frozen,Critics Choice
2014,Animated Feature,Frozen,DC Film Critics
2014,Animated Feature,Frozen,Golden Globes
2014,Animated Feature,Frozen,Houston Critics
2014,Animated Feature,Frozen,Las Vegas Critics
2014,Animated Feature,Frozen,Producers Guild
2014,Animated Feature,Frozen,San Francisco Critics
2014,Animated Feature,The Wind Rises,Boston Film Critics
2014,Best Picture,12 Years a Slave,Boston Film Critics
2014,Best Picture,12 Years a Slave,Critics Choice
2014,Best Picture,12 Years a Slave,DC Film Critics
2014,Best Picture,12 Years a Slave,Golden Globes-Drama
2014,Best Picture,12 Years a Slave,Houston Critics
2014,Best Picture,12 Years a Slave,Las Vegas Critics
2014,Best Picture,12 Years a Slave,San Francisco Critics
2014,Best Picture,American Hustle,Golden Globes-Musical or Comedy
2014,Best Picture,American Hustle,New York Film Critics
2014,Best Picture,Gravity,LA Film Critics
2014,Best Picture,Gravity,Producers Guild
2014,Best Picture,Her,LA Film Critics
2014,Cinematography,Gravity,Boston Film Critics
2014,Cinematography,Gravity,Critics Choice
2014,Cinematography,Gravity,DC Film Critics
2014,Cinematography,Gravity,Houston Critics
2014,Cinematography,Gravity,LA Film Critics
2014,Cinematography,Gravity,Las Vegas Critics
2014,Cinematography,Gravity,San Francisco Critics
2014,Cinematography,Inside Llewyn Davis,New York Film Critics
2014,Costume Design,12 Years a Slave,Las Vegas Critics
2014,Costume Design,The Great Gatsby,Critics Choice
2014,Director,12 Years a Slave,Boston Film Critics
2014,Director,12 Years a Slave,DC Film Critics
2014,Director,12 Years a Slave,Las Vegas Critics
2014,Director,12 Years a Slave,New York Film Critics
2014,Director,Gravity,Critics Choice
2014,Director,Gravity,Directors Guild
2014,Director,Gravity,Golden Globes
2014,Director,Gravity,Houston Critics
2014,Director,Gravity,LA Film Critics
2014,Director,Gravity,San Francisco Critics
2014,Documentary,20 Feet From Stardom,Houston Critics
2014,Documentary,Blackfish,DC Film Critics
2014,Documentary,Blackfish,Las Vegas Critics
2014,Documentary,Stories We Tell,LA Film Critics
2014,Documentary,The Act of Killing,Boston Film Critics
2014,Documentary,The Act of Killing,San Francisco Critics
2014,Documentary,The Square,Directors Guild
2014,Film Editing,Gravity,Critics Choice
2014,Film Editing,Gravity,DC Film Critics
2014,Film Editing,Gravity,LA Film Critics
2014,Film Editing,Gravity,Las Vegas Critics
2014,Film Editing,Gravity,San Francisco Critics
2014,Film Editing,Rush,Boston Film Critics
2014,Foreign Language Film,Blue Is the Warmest Colour,Critics Choice
2014,Foreign Language Film,Blue Is the Warmest Colour,LA Film Critics
2014,Foreign Language Film,Blue Is the Warmest Colour,Las Vegas Critics
2014,Foreign Language Film,Blue Is the Warmest Colour,New York Film Critics
2014,Foreign Language Film,Blue Is the Warmest Colour,San Francisco Critics
2014,Foreign Language Film,The Broken Circle Breakdown,DC Film Critics
2014,Foreign Language Film,The Great Beauty,Golden Globes
2014,Foreign Language Film,The Hunt,Houston Critics
2014,Foreign Language Film,Wadjda,Boston Film Critics
2014,Makeup and Hairstyling,American Hustle,Critics Choice
2014,Production Design,Gravity,Las Vegas Critics
2014,Production Design,Gravity,San Francisco Critics
2014,Production Design,Her,LA Film Critics
2014,Production Design,The Great Gatsby,Critics Choice
2014,Production Design,The Great Gatsby,DC Film Critics
2014,Score,12 Years a Slave,DC Film Critics
2014,Score,12 Years a Slave,Las Vegas Critics
2014,Score,All is Lost,Golden Globes
2014,Score,Gravity,Critics Choice
2014,Score,Gravity,Houston Critics
2014,Score,Inside Llewyn Davis,Boston Film Critics
2014,Score,Inside Llewyn Davis,LA Film Critics
2014,Screenplay - Adapted,12 Years a Slave,Critics Choice
2014,Screenplay - Adapted,12 Years a Slave,DC Film Critics
2014,Screenplay - Adapted,12 Years a Slave,Houston Critics
2014,Screenplay - Adapted,12 Years a Slave,San Francisco Critics
2014,Screenplay - Adapted,Before Midnight,LA Film Critics
2014,Screenplay - Adapted,Captain Phillips,Writers Guild
2014,Screenplay - Original,American Hustle,New York Film Critics
2014,Screenplay - Original,American Hustle,San Francisco Critics
2014,Screenplay - Original,Her,Critics Choice
2014,Screenplay - Original,Her,DC Film Critics
2014,Screenplay - Original,Her,Golden Globes
2014,Screenplay - Original,Her,Las Vegas Critics
2014,Screenplay - Original,Her,Writers Guild
2014,Song,Let it Go,Critics Choice
2014,Song,Ordinary Love,Golden Globes
2014,Song,Please Mr. Kennedy,Houston Critics
2014,Song,Please Mr. Kennedy,Las Vegas Critics
2014,Visual Effects,Gravity,Critics Choice
2014,Visual Effects,Gravity,Las Vegas Critics
2014,Visual Effects,Gravity,Visual Effects Society
2014,Z Filler Data,Z Filler Data,Z Filler Data
2015,AA Filler Data,AA Filler Data,AA Filler Data
2015,Actor - Leading Role,Eddie Redmayne,Golden Globes-Drama
2015,Actor - Leading Role,Eddie Redmayne,Screen Actors Guild
2015,Actor - Leading Role,Jake Gyllenhaal,Houston Critics
2015,Actor - Leading Role,Michael Keaton,Boston Film Critics
2015,Actor - Leading Role,Michael Keaton,Critics Choice
2015,Actor - Leading Role,Michael Keaton,DC Film Critics
2015,Actor - Leading Role,Michael Keaton,Golden Globes-Musical or Comedy
2015,Actor - Leading Role,Michael Keaton,Las Vegas Critics
2015,Actor - Leading Role,Michael Keaton,San Francisco Critics
2015,Actor - Leading Role,Timothy Spall,New York Film Critics
2015,Actor - Leading Role,Tom Hardy,LA Film Critics
2015,Actor - Supporting Role,Edward Norton,San Francisco Critics
2015,Actor - Supporting Role,J K Simmons,Boston Film Critics
2015,Actor - Supporting Role,J K Simmons,Critics Choice
2015,Actor - Supporting Role,J K Simmons,DC Film Critics
2015,Actor - Supporting Role,J K Simmons,Golden Globes
2015,Actor - Supporting Role,J K Simmons,Houston Critics
2015,Actor - Supporting Role,J K Simmons,LA Film Critics
2015,Actor - Supporting Role,J K Simmons,Las Vegas Critics
2015,Actor - Supporting Role,J K Simmons,New York Film Critics
2015,Actor - Supporting Role,J K Simmons,Screen Actors Guild
2015,Actress - Leading Role,Amy Adams,Golden Globes-Musical or Comedy
2015,Actress - Leading Role,Julianne Moore,Critics Choice
2015,Actress - Leading Role,Julianne Moore,DC Film Critics
2015,Actress - Leading Role,Julianne Moore,Golden Globes-Drama
2015,Actress - Leading Role,Julianne Moore,Houston Critics
2015,Actress - Leading Role,Julianne Moore,San Francisco Critics
2015,Actress - Leading Role,Julianne Moore,Screen Actors Guild
2015,Actress - Leading Role,Marion Cotillard,Boston Film Critics
2015,Actress - Leading Role,Marion Cotillard,LA Film Critics
2015,Actress - Leading Role,Marion Cotillard,New York Film Critics
2015,Actress - Leading Role,Reese Witherspoon,Las Vegas Critics
2015,Actress - Supporting Role,Agata Kulesza,LA Film Critics
2015,Actress - Supporting Role,Emma Stone,Boston Film Critics
2015,Actress - Supporting Role,Patricia Arquette,Critics Choice
2015,Actress - Supporting Role,Patricia Arquette,DC Film Critics
2015,Actress - Supporting Role,Patricia Arquette,Golden Globes
2015,Actress - Supporting Role,Patricia Arquette,Houston Critics
2015,Actress - Supporting Role,Patricia Arquette,New York Film Critics
2015,Actress - Supporting Role,Patricia Arquette,San Francisco Critics
2015,Actress - Supporting Role,Patricia Arquette,Screen Actors Guild
2015,Actress - Supporting Role,Tilda Swinton,Las Vegas Critics
2015,Animated Feature,How to Train Your Dragon 2,Golden Globes
2015,Animated Feature,The LEGO Movie,Critics Choice
2015,Animated Feature,The LEGO Movie,DC Film Critics
2015,Animated Feature,The LEGO Movie,Houston Critics
2015,Animated Feature,The LEGO Movie,Las Vegas Critics
2015,Animated Feature,The LEGO Movie,New York Film Critics
2015,Animated Feature,The LEGO Movie,Producers Guild
2015,Animated Feature,The LEGO Movie,San Francisco Critics
2015,Animated Feature,The Tale of Princess Takahata,Boston Film Critics
2015,Animated Feature,The Tale of Princess Takahata,LA Film Critics
2015,Best Picture,Birdman or (The Unexpected Virtue of Ignorance),Las Vegas Critics
2015,Best Picture,Birdman or (The Unexpected Virtue of Ignorance),Producers Guild
2015,Best Picture,Boyhood,Boston Film Critics
2015,Best Picture,Boyhood,Critics Choice
2015,Best Picture,Boyhood,DC Film Critics
2015,Best Picture,Boyhood,Golden Globes-Drama
2015,Best Picture,Boyhood,Houston Critics
2015,Best Picture,Boyhood,LA Film Critics
2015,Best Picture,Boyhood,New York Film Critics
2015,Best Picture,Boyhood,San Francisco Critics
2015,Best Picture,The Grand Budapest Hotel,Golden Globes-Musical or Comedy
2015,Cinematography,Birdman or (The Unexpected Virtue of Ignorance),Boston Film Critics
2015,Cinematography,Birdman or (The Unexpected Virtue of Ignorance),Critics Choice
2015,Cinematography,Birdman or (The Unexpected Virtue of Ignorance),DC Film Critics
2015,Cinematography,Birdman or (The Unexpected Virtue of Ignorance),Houston Critics
2015,Cinematography,Birdman or (The Unexpected Virtue of Ignorance),LA Film Critics
2015,Cinematography,Birdman or (The Unexpected Virtue of Ignorance),Las Vegas Critics
2015,Cinematography,Ida,San Francisco Critics
2015,Cinematography,The Immigrant,New York Film Critics
2015,Costume Design,Guardians of the Galaxy,Las Vegas Critics
2015,Costume Design,The Grand Budapest Hotel,Critics Choice
2015,Director,Birdman or (The Unexpected Virtue of Ignorance),Directors Guild
2015,Director,Birdman or (The Unexpected Virtue of Ignorance),Las Vegas Critics
2015,Director,Boyhood,Boston Film Critics
2015,Director,Boyhood,Critics Choice
2015,Director,Boyhood,DC Film Critics
2015,Director,Boyhood,Golden Globes
2015,Director,Boyhood,Houston Critics
2015,Director,Boyhood,LA Film Critics
2015,Director,Boyhood,New York Film Critics
2015,Director,Boyhood,San Francisco Critics
2015,Documentary,CitizenFour,Boston Film Critics
2015,Documentary,CitizenFour,Directors Guild
2015,Documentary,CitizenFour,Houston Critics
2015,Documentary,CitizenFour,LA Film Critics
2015,Documentary,CitizenFour,Las Vegas Critics
2015,Documentary,CitizenFour,San Francisco Critics
2015,Documentary,Life Itself,DC Film Critics
2015,Film Editing,Birdman or (The Unexpected Virtue of Ignorance),Critics Choice
2015,Film Editing,Birdman or (The Unexpected Virtue of Ignorance),DC Film Critics
2015,Film Editing,Boyhood,Boston Film Critics
2015,Film Editing,Boyhood,LA Film Critics
2015,Film Editing,Boyhood,San Francisco Critics
2015,Film Editing,Edge of Tomorrow,Las Vegas Critics
2015,Foreign Language Film,Force Majeure,Critics Choice
2015,Foreign Language Film,Force Majeure,DC Film Critics
2015,Foreign Language Film,Force Majeure,Houston Critics
2015,Foreign Language Film,Ida,LA Film Critics
2015,Foreign Language Film,Ida,Las Vegas Critics
2015,Foreign Language Film,Ida,New York Film Critics
2015,Foreign Language Film,Ida,San Francisco Critics
2015,Foreign Language Film,Leviathan,Golden Globes
2015,Foreign Language Film,The Immigrant Two Days One Night,Boston Film Critics
2015,Makeup and Hairstyling,Guardians of the Galaxy,Critics Choice
2015,Production Design,The Grand Budapest Hotel,Critics Choice
2015,Production Design,The Grand Budapest Hotel,DC Film Critics
2015,Production Design,The Grand Budapest Hotel,LA Film Critics
2015,Production Design,The Grand Budapest Hotel,Las Vegas Critics
2015,Production Design,The Grand Budapest Hotel,San Francisco Critics
2015,Score,Birdman or (The Unexpected Virtue of Ignorance),Critics Choice
2015,Score,Birdman or (The Unexpected Virtue of Ignorance),Las Vegas Critics
2015,Score,Inherent Vice,Boston Film Critics
2015,Score,Inherent Vice,LA Film Critics
2015,Score,The Grand Budapest Hotel,Houston Critics
2015,Score,The Theory of Everything,Golden Globes
2015,Score,Under the Skin,DC Film Critics
2015,Score,Under the Skin,LA Film Critics
2015,Screenplay - Adapted,Gone Girl,Critics Choice
2015,Screenplay - Adapted,Gone Girl,DC Film Critics
2015,Screenplay - Adapted,Inherent Vice,San Francisco Critics
2015,Screenplay - Adapted,The Imitation Game,Writers Guild
2015,Screenplay - Original,Birdman or (The Unexpected Virtue of Ignorance),Critics Choice
2015,Screenplay - Original,Birdman or (The Unexpected Virtue of Ignorance),DC Film Critics
2015,Screenplay - Original,Birdman or (The Unexpected Virtue of Ignorance),Golden Globes
2015,Screenplay - Original,Birdman or (The Unexpected Virtue of Ignorance),Las Vegas Critics
2015,Screenplay - Original,Birdman or (The Unexpected Virtue of Ignorance),San Francisco Critics
2015,Screenplay - Original,Boyhood,Boston Film Critics
2015,Screenplay - Original,Boyhood,Houston Critics
2015,Screenplay - Original,The Grand Budapest Hotel,LA Film Critics
2015,Screenplay - Original,The Grand Budapest Hotel,New York Film Critics
2015,Screenplay - Original,The Grand Budapest Hotel,Writers Guild
2015,Song,Everything Is Awesome,Houston Critics
2015,Song,Glory,Critics Choice
2015,Song,Glory,Golden Globes
2015,Song,I Love You All,Las Vegas Critics
2015,Visual Effects,Dawn of the Planet of the Apes,Visual Effects Society
2015,Visual Effects,Interstellar,Las Vegas Critics
2015,Z Filler Data,Z Filler Data,Z Filler Data
2016,AA Filler Data,AA Filler Data,AA Filler Data
2016,Actor - Leading Role,Leonardo DiCaprio,Boston Film Critics
2016,Actor - Leading Role,Leonardo DiCaprio,Critics Choice
2016,Actor - Leading Role,Leonardo DiCaprio,DC Film Critics
2016,Actor - Leading Role,Leonardo DiCaprio,Golden Globes-Drama
2016,Actor - Leading Role,Leonardo DiCaprio,Las Vegas Critics
2016,Actor - Leading Role,Leonardo DiCaprio,Screen Actors Guild
2016,Actor - Leading Role,Matt Damon,Golden Globes-Musical or Comedy
2016,Actor - Leading Role,Michael Fassbender,Houston Critics
2016,Actor - Leading Role,Michael Fassbender,LA Film Critics
2016,Actor - Supporting Role,Mark Rylance,Boston Film Critics
2016,Actor - Supporting Role,Mark Rylance,New York Film Critics
2016,Actor - Supporting Role,Sylvester Stallone,Critics Choice
2016,Actor - Supporting Role,Sylvester Stallone,Golden Globes
2016,Actor - Supporting Role,Sylvester Stallone,Las Vegas Critics
2016,Actor - Supporting Role,Tom Hardy,Houston Critics
2016,Actress - Leading Role,Brie Larson,Critics Choice
2016,Actress - Leading Role,Brie Larson,Golden Globes-Drama
2016,Actress - Leading Role,Brie Larson,Houston Critics
2016,Actress - Leading Role,Brie Larson,Las Vegas Critics
2016,Actress - Leading Role,Brie Larson,Screen Actors Guild
2016,Actress - Leading Role,Charlotte Rampling,Boston Film Critics
2016,Actress - Leading Role,Charlotte Rampling,LA Film Critics
2016,Actress - Leading Role,Jennifer Lawrence,Golden Globes-Musical or Comedy
2016,Actress - Leading Role,Saoirse Ronan,DC Film Critics
2016,Actress - Leading Role,Saoirse Ronan,New York Film Critics
2016,Actress - Leading Role,Saoirse Ronan,San Francisco Critics
2016,Actress - Supporting Role,Alicia Vikander,Critics Choice
2016,Actress - Supporting Role,Alicia Vikander,Screen Actors Guild
2016,Actress - Supporting Role,Kate Winslet,Golden Globes
2016,Actress - Supporting Role,Rooney Mara,Houston Critics
2016,Animated Feature,Anomalisa,Boston Film Critics
2016,Animated Feature,Anomalisa,LA Film Critics
2016,Animated Feature,Anomalisa,San Francisco Critics
2016,Animated Feature,Inside Out,Boston Film Critics
2016,Animated Feature,Inside Out,Critics Choice
2016,Animated Feature,Inside Out,DC Film Critics
2016,Animated Feature,Inside Out,Golden Globes
2016,Animated Feature,Inside Out,Houston Critics
2016,Animated Feature,Inside Out,Las Vegas Critics
2016,Animated Feature,Inside Out,New York Film Critics
2016,Best Picture,Carol,New York Film Critics
2016,Best Picture,Spotlight,Boston Film Critics
2016,Best Picture,Spotlight,Critics Choice
2016,Best Picture,Spotlight,DC Film Critics
2016,Best Picture,Spotlight,Golden Globes-Drama
2016,Best Picture,Spotlight,Houston Critics
2016,Best Picture,Spotlight,LA Film Critics
2016,Best Picture,Spotlight,Las Vegas Critics
2016,Best Picture,Spotlight,San Francisco Critics
2016,Best Picture,The Martian,Golden Globes-Musical or Comedy
2016,Cinematography,Carol,Boston Film Critics
2016,Cinematography,Carol,New York Film Critics
2016,Cinematography,Mad Max: Fury Road,LA Film Critics
2016,Cinematography,Mad Max: Fury Road,San Francisco Critics
2016,Cinematography,The Revenant,Critics Choice
2016,Cinematography,The Revenant,DC Film Critics
2016,Cinematography,The Revenant,Houston Critics
2016,Cinematography,The Revenant,Las Vegas Critics
2016,Costume Design,Mad Max: Fury Road,Critics Choice
2016,Director,Carol,Boston Film Critics
2016,Director,Carol,New York Film Critics
2016,Director,Mad Max: Fury Road,Critics Choice
2016,Director,Mad Max: Fury Road,DC Film Critics
2016,Director,Mad Max: Fury Road,LA Film Critics
2016,Director,Mad Max: Fury Road,San Francisco Critics
2016,Director,Spotlight,Houston Critics
2016,Director,Spotlight,Las Vegas Critics
2016,Director,The Revenant,Directors Guild
2016,Director,The Revenant,Golden Globes
2016,Documentary,Amy,DC Film Critics
2016,Documentary,Amy,Houston Critics
2016,Documentary,Amy,LA Film Critics
2016,Film Editing,Mad Max: Fury Road,Boston Film Critics
2016,Film Editing,Mad Max: Fury Road,Critics Choice
2016,Film Editing,Mad Max: Fury Road,DC Film Critics
2016,Film Editing,Mad Max: Fury Road,LA Film Critics
2016,Film Editing,Mad Max: Fury Road,Las Vegas Critics
2016,Film Editing,Mad Max: Fury Road,San Francisco Critics
2016,Film Editing,The Big Short,LA Film Critics
2016,Foreign Language Film,Goodnight Monny,Las Vegas Critics
2016,Foreign Language Film,Son of Saul,Critics Choice
2016,Foreign Language Film,Son of Saul,DC Film Critics
2016,Foreign Language Film,Son of Saul,Golden Globes
2016,Foreign Language Film,Son of Saul,LA Film Critics
2016,Foreign Language Film,Son of Saul,San Francisco Critics
2016,Foreign Language Film,The Look of Silence,Boston Film Critics
2016,Makeup and Hairstyling,Mad Max: Fury Road,Critics Choice
2016,Production Design,Brooklyn,Las Vegas Critics
2016,Production Design,Carol,San Francisco Critics
2016,Production Design,Mad Max: Fury Road,Critics Choice
2016,Production Design,Mad Max: Fury Road,DC Film Critics
2016,Production Design,Mad Max: Fury Road,LA Film Critics
2016,Score,Carol,LA Film Critics
2016,Score,Sicario,DC Film Critics
2016,Score,The Hateful Eight,Critics Choice
2016,Score,The Hateful Eight,Golden Globes
2016,Score,The Hateful Eight,Houston Critics
2016,Score,The Hateful Eight,Las Vegas Critics
2016,Screenplay - Adapted,Brooklyn,San Francisco Critics
2016,Screenplay - Adapted,Carol,New York Film Critics
2016,Screenplay - Adapted,Room,DC Film Critics
2016,Screenplay - Adapted,The Big Short,Critics Choice
2016,Screenplay - Adapted,The Big Short,Writers Guild
2016,Screenplay - Adapted,The Martian,Las Vegas Critics
2016,Screenplay - Original,Inside Out,DC Film Critics
2016,Screenplay - Original,Spotlight,Boston Film Critics
2016,Screenplay - Original,Spotlight,Critics Choice
2016,Screenplay - Original,Spotlight,Houston Critics
2016,Screenplay - Original,Spotlight,LA Film Critics
2016,Screenplay - Original,Spotlight,Las Vegas Critics
2016,Screenplay - Original,Spotlight,Writers Guild
2016,Song,Writing's On the Wall,Golden Globes
2016,Visual Effects,Mad Max: Fury Road,Critics Choice
2016,Visual Effects,Mad Max: Fury Road,Las Vegas Critics
2016,Visual Effects,Star Wars The Force Awakens,Visual Effects Society
2016,Z Filler Data,Z Filler Data,Z Filler Data
2017,AA Filler Data,AA Filler Data,AA Filler Data
2017,Actor - Leading Role,Casey Affleck,Boston Film Critics
2017,Actor - Leading Role,Casey Affleck,Critics Choice
2017,Actor - Leading Role,Casey Affleck,DC Film Critics
2017,Actor - Leading Role,Casey Affleck,Golden Globes-Drama
2017,Actor - Leading Role,Casey Affleck,Houston Critics
2017,Actor - Leading Role,Casey Affleck,Las Vegas Critics
2017,Actor - Leading Role,Casey Affleck,New York Film Critics
2017,Actor - Leading Role,Denzel Washington,San Francisco Critics
2017,Actor - Leading Role,Denzel Washington,Screen Actors Guild
2017,Actor - Leading Role,Ryan Gosling,Golden Globes-Musical or Comedy
2017,Actor - Supporting Role,Aaron Taylor Johnson,Golden Globes
2017,Actor - Supporting Role,Jeff Bridges,Houston Critics
2017,Actor - Supporting Role,Mahershala Ali,Boston Film Critics
2017,Actor - Supporting Role,Mahershala Ali,Critics Choice
2017,Actor - Supporting Role,Mahershala Ali,DC Film Critics
2017,Actor - Supporting Role,Mahershala Ali,LA Film Critics
2017,Actor - Supporting Role,Mahershala Ali,New York Film Critics
2017,Actor - Supporting Role,Mahershala Ali,Screen Actors Guild
2017,Actor - Supporting Role,Michael Shannon,Las Vegas Critics
2017,Actress - Leading Role,Emma Stone,Golden Globes-Musical or Comedy
2017,Actress - Leading Role,Emma Stone,Screen Actors Guild
2017,Actress - Leading Role,Isabelle Huppert,Boston Film Critics
2017,Actress - Leading Role,Isabelle Huppert,Golden Globes-Drama
2017,Actress - Leading Role,Isabelle Huppert,LA Film Critics
2017,Actress - Leading Role,Isabelle Huppert,New York Film Critics
2017,Actress - Leading Role,Isabelle Huppert,San Francisco Critics
2017,Actress - Leading Role,Natalie Portman,Critics Choice
2017,Actress - Leading Role,Natalie Portman,DC Film Critics
2017,Actress - Leading Role,Natalie Portman,Houston Critics
2017,Actress - Leading Role,Natalie Portman,Las Vegas Critics
2017,Actress - Supporting Role,Michelle Williams,New York Film Critics
2017,Actress - Supporting Role,Viola Davis,Boston Film Critics
2017,Actress - Supporting Role,Viola Davis,Critics Choice
2017,Actress - Supporting Role,Viola Davis,DC Film Critics
2017,Actress - Supporting Role,Viola Davis,Golden Globes
2017,Actress - Supporting Role,Viola Davis,Houston Critics
2017,Actress - Supporting Role,Viola Davis,LA Film Critics
2017,Actress - Supporting Role,Viola Davis,Las Vegas Critics
2017,Actress - Supporting Role,Viola Davis,San Francisco Critics
2017,Actress - Supporting Role,Viola Davis,Screen Actors Guild
2017,Animated Feature,Kubo and the Two Strings,DC Film Critics
2017,Animated Feature,Kubo and the Two Strings,Houston Critics
2017,Animated Feature,Kubo and the Two Strings,Las Vegas Critics
2017,Animated Feature,The Red Turtle,San Francisco Critics
2017,Animated Feature,Zootopia,Critics Choice
2017,Animated Feature,Zootopia,Golden Globes
2017,Animated Feature,Zootopia,New York Film Critics
2017,Animated Feature,Zootopia,Producers Guild
2017,Best Picture,La La Land,Boston Film Critics
2017,Best Picture,La La Land,Critics Choice
2017,Best Picture,La La Land,DC Film Critics
2017,Best Picture,La La Land,Golden Globes-Musical or Comedy
2017,Best Picture,La La Land,Houston Critics
2017,Best Picture,La La Land,Las Vegas Critics
2017,Best Picture,La La Land,New York Film Critics
2017,Best Picture,La La Land,Producers Guild
2017,Best Picture,Moonlight,Golden Globes-Drama
2017,Best Picture,Moonlight,LA Film Critics
2017,Best Picture,Moonlight,San Francisco Critics
2017,Cinematography,La La Land,DC Film Critics
2017,Cinematography,La La Land,Houston Critics
2017,Cinematography,La La Land,Las Vegas Critics
2017,Cinematography,Moonlight,LA Film Critics
2017,Cinematography,Moonlight,New York Film Critics
2017,Cinematography,Moonlight,San Francisco Critics
2017,Cinematography,Zootopia,Golden Globes
2017,Costume Design,Jackie,Critics Choice
2017,Director,La La Land,Boston Film Critics
2017,Director,La La Land,Critics Choice
2017,Director,La La Land,DC Film Critics
2017,Director,La La Land,Directors Guild
2017,Director,La La Land,Golden Globes
2017,Director,La La Land,Golden Globes
2017,Director,La La Land,Houston Critics
2017,Director,La La Land,Las Vegas Critics
2017,Director,Moonlight,LA Film Critics
2017,Director,Moonlight,New York Film Critics
2017,Director,Moonlight,San Francisco Critics
2017,Documentary,13th,DC Film Critics
2017,Documentary,I Am Not Your Negro,LA Film Critics
2017,Documentary,I Am Not Your Negro,San Francisco Critics
2017,Documentary,OJ Made in America,Boston Film Critics
2017,Documentary,OJ Made in America,Houston Critics
2017,Documentary,OJ Made in America,Las Vegas Critics
2017,Documentary,OJ Made in America,New York Film Critics
